CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:22.547,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:20.764000,2025-04-13,21:29:18.961000,3.035864542391054,2756.3504785640694,0.0,1.795207931845823,1389.5435413686967,0.0,1.2406566105452312,1366.8069371953725,0.0,0.11116348330949576,0.10934455497562981,0.011025401914256279,0.0,0.0,0.5545513213005917,0.0,760.2898615031112,0.0,0.0,0.0,0.5545513213005917,0.0,760.2898615031112,0.0,0.0,0.0,0.0608231889202489,0.0,0.0608231889202489,0.0,0.0030411594460124447,0.0,0.0,0.2992013219743038,231.5905902281161,0.0,0.20677610175753855,227.80115619922876,0.0,0.018527247218249294,0.0182240924959383,0.00183756698570938,0.0,Checksum:,31707,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:26.839,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:25.075000,2025-04-13,21:29:23.619000,3.4619124650872335,3332.6828347013575,0.0,2.0744206215365857,1680.4234572993905,0.0,1.3874918435506478,1652.259377401967,0.0,0.13443387658395123,0.13218075019215736,0.013330731338805428,0.0,0.0,0.6869287779859378,0.0,936.2839243948332,0.0,0.0,0.0,0.6869287779859378,0.0,936.2839243948332,0.0,0.0,0.0,0.07490271395158667,0.0,0.07490271395158667,0.0,0.003745135697579333,0.0,0.0,0.3457367702560976,280.0705762165651,0.0,0.23124864059177463,275.3765629003278,0.0,0.022405646097325205,0.022030125032026227,0.0022217885564675714,0.0,Checksum:,32084,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T21:29:31.371,Checksum:,2891,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:35.844,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:33.982000,2025-04-13,21:29:33.982000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Checksum:,13287,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:40.350,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:38.465000,2025-04-13,21:29:36.929000,2.9986535808000214,2863.650583494913,0.0,1.6689676050440077,1438.7805651478604,0.0,1.329685975756014,1424.8700183470526,0.0,0.11510244521182883,0.1139896014677642,0.01145460233397965,0.0,0.0,0.6511227171800265,0.0,928.5009946987177,0.0,0.0,0.0,0.6511227171800265,0.0,928.5009946987177,0.0,0.0,0.0,0.07428007957589741,0.0,0.07428007957589741,0.0,0.0037140039787948707,0.0,0.0,0.2781612675073346,239.79676085797675,0.0,0.221614329292669,237.47833639117542,0.0,0.01918374086863814,0.018998266911294033,0.0019091003889966085,0.0,Checksum:,31951,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:45.102,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:43.291000,2025-04-13,21:29:41.422000,4.113786374693591,2919.2838744441997,0.0,2.225997756064637,1466.5752245395315,0.0,1.8877886186289539,1452.7086499046686,0.0,0.1173260179631625,0.11621669199237347,0.0116771354977768,0.0,0.0,0.6764182748713665,0.0,758.0270816117751,0.0,0.0,0.0,0.6764182748713665,0.0,758.0270816117751,0.0,0.0,0.0,0.060642166528942,0.0,0.060642166528942,0.0,0.0030321083264471,0.0,0.0,0.37099962601077285,244.4292040899219,0.0,0.314631436438159,242.11810831744478,0.0,0.01955433632719375,0.01936944866539558,0.0019461892496294667,0.0,Checksum:,31488,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:49.410,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:47.671000,2025-04-13,21:29:46.182000,4.456743688935638,3324.5770130945384,0.0,2.401322849358259,1669.3794977477771,0.0,2.05542083957738,1655.197515346761,0.0,0.13355035981982216,0.13241580122774088,0.013298308052378152,0.0,0.0,0.6918040195617573,0.0,951.2869254426731,0.0,0.0,0.0,0.6918040195617573,0.0,951.2869254426731,0.0,0.0,0.0,0.07610295403541385,0.0,0.07610295403541385,0.0,0.0038051477017706924,0.0,0.0,0.40022047489304313,278.2299162912962,0.0,0.3425701399295633,275.86625255779353,0.0,0.022258393303303693,0.02206930020462348,0.0022163846753963587,0.0,Checksum:,31865,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:53.840,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:51.983000,2025-04-13,21:29:50.469000,3.1076357058649924,3298.2668559468048,0.0,1.7324930447217692,1656.4591108367624,0.0,1.3751426611432231,1641.807745110042,0.0,0.132516728866941,0.13134461960880336,0.013193067423787218,0.0,0.0,0.6604418939861314,0.0,937.8274894603067,0.0,0.0,0.0,0.6604418939861314,0.0,937.8274894603067,0.0,0.0,0.0,0.07502619915682453,0.0,0.07502619915682453,0.0,0.0037513099578412265,0.0,0.0,0.28874884078696156,276.07651847279374,0.0,0.22919044352387052,273.634624185007,0.0,0.0220861214778235,0.02189076993480056,0.002198844570631203,0.0,Checksum:,31845,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T21:29:58.474,0a:cc:5b:49:28:f7,6,2025-04-13,21:29:54.927000,2025-04-13,21:29:54.927000,1.6986097437407284,1361.605570582568,0.0,0.6794438974962914,668.9125170850989,0.0,1.019165846244437,692.693053497469,0.0,0.053513001366807915,0.05541544427979753,0.005446422282330271,0.0,0.0,0.3397219487481457,0.0,422.61410424269326,0.0,0.0,0.0,0.6794438974962914,0.0,446.3946406550634,0.0,0.0,0.0,0.03380912833941546,0.0,0.035711571252405074,0.0,0.002770772213989876,0.0,0.0,0.11324064958271524,111.48541951418315,0.0,0.16986097437407285,115.44884224957816,0.0,0.008918833561134652,0.009235907379966254,0.0009077370470550452,0.0,Checksum:,32183,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T21:30:03.109,Checksum:,2881,CC2DC,PACKET,ENDED
