CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:07.305,Checksum:,2885,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,0,2025-04-13T11:15:07.641,Checksum:,2889,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:14.961,Checksum:,2891,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,1,2025-04-13T11:15:15.307,ca:0d:97:05:a9:d3,5,2025-04-13,11:15:13.228000,2025-04-13,11:15:10.834000,11.524059115555833,1853.85526133365,0.0,2.463264403797426,728.0794217690458,0.0,9.060794711758405,1125.7758395646042,0.0,0.05824635374152366,0.09006206716516835,0.0074154210453346,0.0,0.0,1.2532511252745957,0.0,591.9522815047007,0.0,0.0,0.18725626416988314,2.0887518754576595,8.052019359304975,668.400600146451,0.0,0.0,0.0,0.04735618252037606,0.000644161548744398,0.05347204801171608,3.22080774372199e-05,0.002790572505611433,0.0,0.0,0.49265288075948516,145.61588435380915,0.0,1.8121589423516808,225.15516791292083,0.0,0.011649270748304732,0.01801241343303367,0.00148308420906692,0.0,Checksum:,34906,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:22.525,Checksum:,2886,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,1,2025-04-13T11:15:22.862,ca:0d:97:05:a9:d3,5,2025-04-13,11:15:20.788000,2025-04-13,11:15:20.788000,2.094886589641961,146.64206127493728,0.0,0.4189773179283922,29.328412254987455,0.0,1.6759092717135688,117.31364901994982,0.0,0.0023462729803989963,0.009385091921595985,0.0005865682450997491,0.0,0.0,0.4189773179283922,0.0,29.328412254987455,0.0,0.0,0.0,0.4189773179283922,0.0,29.328412254987455,0.0,0.0,0.0,0.0023462729803989963,0.0,0.0023462729803989963,0.00011731364901994982,0.00011731364901994982,0.0,0.0,0.08379546358567844,5.865682450997491,0.0,0.33518185434271375,23.462729803989966,0.0,0.00046925459607979924,0.001877018384319197,0.00011731364901994981,0.0,Checksum:,34076,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,1,2025-04-13T11:15:30.182,be:aa:c5:00:13:8c,7,2025-04-13,11:15:27.978000,2025-04-13,11:15:27.978000,0.4091102263413361,16.77351927999478,0.0,0.4091102263413361,16.77351927999478,0.0,0.0,0.0,0.0,0.0013418815423995823,0.0,6.709407711997912e-05,0.0,0.0,0.4091102263413361,0.0,16.77351927999478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013418815423995823,0.0,0.0,0.0,6.709407711997912e-05,0.0,0.0,0.0584443180487623,2.396217039999254,0.0,0.0,0.0,0.0,0.00019169736319994034,0.0,9.584868159997017e-06,0.0,Checksum:,25329,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,1,2025-04-13T11:15:30.522,ca:0d:97:05:a9:d3,5,2025-04-13,11:15:28.447000,2025-04-13,11:15:26.035000,5.985743630374931,2212.6114013232473,0.0,1.7823165927979328,1053.6465484876787,0.0,4.203427037576999,1158.964852835568,0.0,0.08429172387901432,0.09271718822684544,0.008850445605292988,0.0,0.0,0.4146904877252998,0.0,611.2537789070919,0.0,0.0,0.19058712346946663,0.8293809754505996,8.195246309187064,629.0854698792798,0.0,0.0,0.0,0.04890030231256736,0.0006556197047349651,0.05032683759034238,3.278098523674826e-05,0.0025163418795171194,0.0,0.0,0.3564633185595866,210.72930969753574,0.0,0.8406854075153998,231.79297056711363,0.0,0.016858344775802864,0.018543437645369087,0.0017700891210585975,0.0,Checksum:,35666,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:38.279,Checksum:,2899,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,1,2025-04-13T11:15:38.622,ca:0d:97:05:a9:d3,5,2025-04-13,11:15:36.500000,2025-04-13,11:15:33.652000,2.9743134182133075,1950.0541194608809,0.0,1.2784431132033038,965.5092125271228,0.0,1.695870305010003,984.5449069337582,0.0,0.07724073700216982,0.07876359255470064,0.007800216477843524,0.0,0.0,0.35104462521755614,0.0,516.7376883202427,0.0,0.0,0.0,0.38423590851212774,0.0,516.7376883202427,0.0,0.0,0.0,0.04133901506561941,0.0,0.04133901506561941,0.0,0.0020669507532809707,0.0,0.0,0.2556886226406608,193.10184250542457,0.0,0.3391740610020006,196.90898138675163,0.0,0.015448147400433964,0.01575271851094013,0.0015600432955687048,0.0,Checksum:,31910,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:46.073,Checksum:,2890,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc2,1,2025-04-13T11:15:46.481,ca:0d:97:05:a9:d3,5,2025-04-13,11:15:44.308000,2025-04-13,11:15:41.794000,19.479657473589707,3064.8215985421093,0.0,3.728859700632815,1145.6845854269372,0.0,15.750797772956892,1919.1370131151725,0.0,0.09165476683415497,0.1535309610492138,0.012259286394168437,0.0,0.0,1.5910194712216192,0.0,585.4951654095559,0.0,0.0,0.37783025039799245,3.1820389424432385,34.571467911416306,752.5522098878259,0.0,0.0,0.0,0.04683961323276446,0.0027657174329133046,0.060204176791026076,0.00013828587164566521,0.0031215802025368173,0.0,0.0,0.745771940126563,229.13691708538744,0.0,3.1501595545913785,383.8274026230345,0.0,0.018330953366830993,0.030706192209842758,0.0024518572788336875,0.0,Checksum:,35626,CC2DC,PACKET,ENDED
CC2DC,PACKET,STARTED,cc1,0,2025-04-13T11:15:54.186,Checksum:,2894,CC2DC,PACKET,ENDED
